1450,6.41041286289692,1
1452,6.58894628286362,1
1454,7.19626452773809,1
1456,3.56608778238297,1
1458,5.89770199730992,1
1460,7.50297550112009,1
1462,6.86361268162727,1
1464,5.55284293368459,1
1466,6.73543512821198,1
1468,6.49433881044388,1
1470,7.00247213244438,1
1472,6.34937584400177,1
1474,6.78884238004684,1
1476,6.5919978544116,1
1478,7.67693091183901,1
1480,7.09555353969336,1
1482,7.89971612393856,1
1484,7.37937577068806,1
1486,6.63930159062147,1
1488,7.49229416251183,1
1490,6.32496122270823,1
1492,7.56553839892149,1
1494,8.02179016172886,1
1496,6.79647214710712,1
1498,6.81783501058817,1
1500,8.16980488598347,1
1502,8.10571610927582,1
1504,6.59810192883015,1
1506,4.40534669905901,1
1508,7.59910903871059,1
1510,8.23694579303265,1
1512,8.8778343051672,1
1514,7.80358277261257,1
1516,6.77205733954906,1
1518,8.74050110578537,1
1520,5.79546503722668,1
1522,6.44245743751526,1
1524,7.37022012472153,1
1526,7.28934612125158,1
1528,7.4831385165453,1
1530,9.33713801205158,1
1532,7.41904973983765,1
1534,9.02584940195084,1
1536,9.67894531786442,1
1538,5.93890193849802,1
1540,7.88598284125328,1
1542,8.16064961254597,1
1544,7.12454617023468,1
1546,9.01974514126778,1
1548,9.1158788651228,1
1550,8.95260460674763,1
1552,9.37681198120117,1
1554,8.76186415553093,1
1556,8.15301984548569,1
1558,6.38599786907434,1
1560,8.79696048796177,1
1562,9.65147875249386,1
1564,8.60164202749729,1
1566,9.85900461673737,1
1568,8.64436775445938,1
1570,10.1611379534006,1
1572,10.2389600127935,1
1574,9.55076776444912,1
1576,8.9251384139061,1
1578,10.1840265095234,1
1580,10.000915825367,1
1582,10.2755822241306,1
1584,9.7521897405386,1
1586,9.81322675943375,1
1588,10.8661152422428,1
1590,10.6936857104301,1
1592,10.6128115206957,1
1594,11.1056856811047,1
1596,10.3579819202423,1
1598,10.1565599441528,1
1600,9.95055995881557,1
1602,9.22116748988628,1
1604,8.94497521221638,1
1606,8.51008631289005,1
1608,8.55433829128742,1
1610,9.5736563205719,1
1612,9.84374508261681,1
1614,9.36307869851589,1
1616,6.22882768511772,1
1618,9.78118218481541,1
1620,8.79238247871399,1
1622,8.18964205682278,1
1624,8.34681205451488,1
1626,8.04620496928692,1
1628,9.06399711966515,1
1630,9.09604169428349,1
1632,9.04416032135487,1
1634,6.71864971518517,1
1636,9.10214558243752,1
1638,9.94903407990932,1
1640,10.6830045580864,1
1642,10.2389600127935,1
1644,9.41496007144451,1
1646,9.3859676271677,1
1648,9.84221957623959,1
1650,10.6021303683519,1
1652,5.22782057523727,1
1654,8.85799750685692,1
1656,11.1255224794149,1
1658,11.5237891674042,1
1660,10.6753744184971,1
1662,8.61690118908882,1
1664,10.8005005866289,1
1666,10.4831077158451,1
1668,10.2801598608494,1
1670,11.5436263382435,1
1672,12.0181895792484,1
1674,11.1880853772163,1
1676,12.3081143945456,1
1678,12.2470781207085,1
1680,11.943418905139,1
1682,9.83153767883778,1
1684,6.41499068588018,1
1686,10.440381988883,1
1688,9.76744890213013,1
1690,10.8142338693142,1
1692,11.5817744284868,1
1694,10.2786339819431,1
1696,10.0344859063625,1
1698,11.4490188658237,1
1700,5.5894648656249,1
1702,11.2186040729284,1
1704,9.27762687206268,1
1706,8.18659011274576,1
1708,10.2969449013472,1
1710,9.99176017940044,1
1712,9.81475263834,1
1714,9.3890193849802,1
1716,8.66878256201744,1
1718,7.66319781541824,1
1720,9.86663401126862,1
1722,9.82696004211903,1
1724,8.85647162795067,1
1726,9.10367146134377,1
1728,8.78627896308899,1
1730,8.19116774946451,1
1732,8.98159742355347,1
1734,6.40583503991365,1
1736,8.08587912470102,1
1738,7.76696074754,1
1740,7.48924221843481,1
1742,6.62556849420071,1
1744,6.81020533666015,1
1746,6.02435395121574,1
1748,5.48417624086142,1
1750,3.75377666205168,1
