1450,6.98874
1452,6.78884
1454,7.14743
1456,4.66628
1458,6.60421
1460,7.77764
1462,7.6693
1464,6.02588
1466,7.11539
1468,6.95059
1470,7.00858
1472,7.03757
1474,7.73492
1476,7.02231
1478,8.08588
1480,7.86157
1482,7.89056
1484,8.06299
1486,7.43431
1488,7.6281
1490,7.19779
1492,8.42463
1494,8.41395
1496,7.76086
1498,7.52281
1500,8.22321
1502,8.51161
1504,7.93329
1506,6.13422
1508,8.0401
1510,9.15555
1512,8.60012
1514,8.93887
1516,7.98059
1518,8.83053
1520,7.95465
1522,7.86157
1524,7.71813
1526,8.38954
1528,8.85037
1530,9.43785
1532,9.21354
1534,9.69115
1536,10.1047
1538,7.24204
1540,8.50398
1542,8.99838
1544,7.98669
1546,8.93735
1548,9.50957
1550,9.91089
1552,9.86511
1554,9.59502
1556,10.1733
1558,7.98364
1560,9.97498
1562,10.6067
1564,9.32646
1566,10.2023
1568,9.84375
1570,10.1505
1572,10.8905
1574,10.3275
1576,9.60112
1578,10.77
1580,10.9836
1582,10.3046
1584,10.3427
1586,10.3198
1588,10.6632
1590,11.6855
1592,11.2049
1594,10.9226
1596,11.2857
1598,10.5121
1600,10.3229
1602,9.87884
1604,9.28983
1606,9.05637
1608,9.77203
1610,9.95514
1612,10.2603
1614,10.1703
1616,8.23542
1618,9.69268
1620,9.65758
1622,8.13013
1624,8.59859
1626,8.67183
1628,8.88394
1630,9.64995
1632,10.2023
1634,8.46431
1636,10.1306
1638,11.1316
1640,10.7105
1642,11.1087
1644,10.4053
1646,9.50957
1648,11.2003
1650,11.1789
1652,8.05383
1654,10.7746
1656,11.5345
1658,11.9312
1660,12.2654
1662,11.0385
1664,11.4231
1666,11.5787
1668,10.1779
1670,12.9276
1672,12.9276
1674,11.8336
1676,13.4434
1678,12.6576
1680,11.9617
1682,11.5757
1684,8.6642
1686,10.9073
1688,11.2613
1690,11.092
1692,11.8763
1694,12.0533
1696,10.7318
1698,11.7725
1700,8.43379
1702,11.2873
1704,9.99023
1706,10.1718
1708,10.0024
1710,10.416
1712,10.6967
1714,9.36003
1716,9.96429
1718,9.29136
1720,9.9765
1722,10.2145
1724,10.1016
1726,9.16776
1728,9.08536
1730,9.21964
1732,8.08893
1734,6.85293
1736,8.59706
1738,7.57317
1740,7.94092
1742,7.34733
1744,7.06046
1746,6.73696
1748,6.46077
1750,4.66018
