1450,6.78121,6.65456,6.8804,6.80868,6.68355
1452,6.95364,7.24052,6.93075,7.02689,7.09403
1454,7.42363,7.16575,7.35954,7.23441,7.37632
1456,2.91757,2.75124,2.81533,2.88552,2.74667
1458,5.71612,5.92975,5.88092,5.97552,5.87024
1460,7.97754,8.09198,8.05231,8.09046,7.84936
1462,7.16269,7.44194,7.44041,7.34428,7.41295
1464,5.47655,5.50401,5.47502,5.60015,5.62304
1466,7.03909,7.19474,7.26493,7.02689,7.12607
1468,6.89718,6.95822,6.91702,6.83462,6.91244
1470,7.35343,7.44041,7.65099,7.47246,7.56706
1472,6.28071,6.38447,6.45161,6.40584,6.51875
1474,7.34581,7.33818,7.38548,7.34123,7.36259
1476,6.70034,6.46382,6.61031,6.71102,6.63778
1478,8.20795,8.16981,7.98364,8.09198,8.20948
1480,7.7868,7.60979,7.64489,7.7105,7.62047
1482,8.33461,8.30103,8.56349,8.22779,8.20032
1484,7.89361,8.01111,7.79138,7.88598,7.88293
1486,7.04367,7.05283,6.97958,6.96585,6.8804
1488,7.81579,7.97296,7.79748,7.81121,7.96228
1490,6.24256,6.29292,6.32801,6.27918,6.20594
1492,8.27052,8.69167,8.56044,8.3285,8.43532
1494,8.68709,8.73135,8.99838,8.76492,8.79696
1496,7.02689,7.004,6.90786,6.90481,6.9277
1498,6.79037,6.85903,6.72323,6.83767,6.88955
1500,8.58028,8.64742,8.64284,8.54366,8.69015
1502,8.38801,8.34071,8.47194,8.58486,8.56655
1504,6.88192,6.84683,6.97348,6.95212,6.92465
1506,3.8377,3.8255,3.84381,3.80718,3.76293
1508,7.43583,7.44194,7.69677,7.54723,7.61589
1510,8.62758,8.57418,8.72219,8.47957,8.46583
1512,9.05179,9.16318,9.13724,9.29441,9.19523
1514,7.92261,8.06604,8.4521,8.02637,8.00501
1516,6.60878,6.386,6.57369,6.56606,6.73238
1518,9.09146,9.17997,9.47447,9.44243,9.25321
1520,5.50249,5.58184,5.60472,5.46586,5.53606
1522,6.11591,6.19373,6.23646,6.29749,6.24714
1524,7.35038,7.22526,7.45109,7.45109,7.30613
1526,7.31071,7.36259,7.49535,7.53197,7.45109
1528,7.75628,7.91192,7.89209,7.82952,7.95618
1530,9.65911,9.62249,9.58892,9.59044,9.83764
1532,7.52739,7.68761,7.60521,7.59148,7.61284
1534,9.34477,9.57823,9.59655,9.45921,9.4882
1536,10.2222,10.3168,10.2573,10.0955,10.2908
1538,5.37126,5.49486,5.46434,5.51469,5.49791
1540,7.69219,7.80358,7.94397,7.73186,7.94397
1542,8.30256,8.3636,8.27662,8.38801,8.22779
1544,7.13675,7.13675,7.31071,7.05893,7.1337
1546,9.42259,9.27763,9.25932,9.43022,9.32798
1548,9.52635,9.5294,9.5294,9.46074,9.70336
1550,9.36155,9.14945,9.16929,9.2822,9.1525
1552,10.1459,10.239,10.0955,9.89105,9.90326
1554,9.11588,8.75423,8.79391,8.86105,8.86715
1556,8.55129,8.21863,8.43532,8.21711,8.18049
1558,6.19678,6.28834,6.16474,6.11591,6.21509
1560,8.80306,8.79696,9.15555,8.85037,8.82748
1562,10.3519,10.3473,10.1108,10.0513,10.3626
1564,8.52382,8.54976,8.62606,8.52992,8.54366
1566,10.2435,10.4389,10.2939,10.361,10.4709
1568,8.55892,8.6932,8.55586,8.63063,8.72372
1570,10.979,10.8936,10.8661,10.7974,10.8402
1572,10.5457,10.7562,10.8478,10.9714,10.7837
1574,9.95209,9.90783,9.88495,10.0101,10.1306
1576,9.08231,9.04263,9.00296,9.0701,9.02585
1578,10.77,10.8951,10.744,10.7242,10.8051
1580,10.6891,10.4953,10.8173,10.7089,10.6204
1582,10.7593,11.0767,10.9043,10.9149,10.7944
1584,10.1932,10.387,10.3229,10.3824,10.4572
1586,10.3244,10.5502,10.2969,10.3504,10.4144
1588,11.4032,11.4811,11.5192,11.5116,11.4292
1590,11.3239,11.1194,11.1881,11.4078,11.4582
1592,11.5299,11.5711,11.7267,11.6504,11.6169
1594,11.5177,11.652,11.4139,11.6306,11.7679
1596,10.8676,11.1835,11.1957,10.886,11.0324
1598,10.947,10.9424,10.9668,11.0187,11.0126
1600,10.6113,10.7044,10.6967,10.6143,10.6418
1602,9.41191,9.4348,9.5645,9.39207,9.68047
1604,9.54772,9.34629,9.4821,9.52178,9.44243
1606,9.22575,9.32035,9.19065,9.27,9.13114
1608,8.82595,9.04263,9.19218,9.08231,9.04721
1610,10.1917,10.0391,10.3351,10.3732,10.1321
1612,10.6494,10.6555,10.6174,10.3473,10.4282
1614,9.73235,9.87732,9.81475,9.8056,9.54161
1616,5.83666,5.84124,5.83819,6.02283,5.96332
1618,10.1459,10.1474,10.2283,10.1444,10.2969
1620,9.46989,9.30815,9.46684,9.41954,9.35545
1622,8.16523,8.23237,8.46583,8.29035,8.26441
1624,8.90378,8.92209,8.81375,8.73135,8.88699
1626,8.57112,8.22321,8.50703,8.23389,8.38038
1628,9.13419,9.25321,9.22117,9.44243,9.27763
1630,10.0574,9.91546,9.77966,9.83154,9.83612
1632,9.84832,9.86358,9.71099,9.82086,9.61486
1634,6.53706,6.46229,6.27461,6.46992,6.38752
1636,9.30509,9.21201,9.64232,9.13572,9.19065
1638,10.509,10.3656,10.3641,10.4526,10.1917
1640,11.0828,11.4536,11.3132,11.3193,11.3559
1642,10.7593,10.683,10.8692,10.8325,10.6784
1644,9.63164,9.7766,9.78118,9.83001,9.91394
1646,9.67437,9.41954,9.59044,9.3646,9.32951
1648,10.1505,10.5564,10.3,10.0421,10.5228
1650,11.034,11.333,11.2705,11.3758,11.3468
1652,4.25428,3.8789,4.02539,3.88348,3.99182
1654,8.69167,8.80764,8.64895,8.6932,8.80917
1656,11.8976,12.0212,11.9358,11.9831,11.652
1658,12.5019,12.2623,12.1479,12.0777,12.3295
1660,11.3468,11.7328,11.7481,11.7054,11.6794
1662,8.64132,8.46431,8.42616,8.35902,8.39259
1664,11.4551,11.4643,11.6855,11.5558,11.5055
1666,11.3453,11.1362,11.0935,11.1515,11.1774
1668,10.3534,10.4572,10.3198,10.5075,10.3442
1670,12.0701,12.0457,12.0563,11.8778,11.8152
1672,12.7262,12.6423,12.7644,12.6286,12.653
1674,11.2873,11.1087,11.0904,11.1316,11.2888
1676,12.8086,12.9658,12.6514,12.6041,12.9368
1678,13.0879,13.1733,13.1016,12.9353,13.0085
1680,12.1982,12.0441,12.2517,12.0548,12.2776
1682,10.1306,9.95666,10.1444,10.1367,9.9292
1684,5.59557,5.63677,5.87329,5.7268,5.73443
1686,11.3514,11.1957,11.1103,11.3437,11.3697
1688,9.95666,9.98566,10.0009,10.0208,9.92309
1690,11.1621,11.2033,11.0309,11.1225,11.1576
1692,11.9434,11.9373,11.9495,12.244,12.0869
1694,10.7471,10.7242,10.8524,10.9073,10.6601
1696,9.85748,9.99176,10.0208,10.0787,9.96124
1698,11.4414,11.5894,11.6535,11.4521,11.6459
1700,4.32752,4.42976,4.56099,4.5381,4.48164
1702,11.771,11.626,11.8763,11.7145,11.7924
1704,9.20438,9.1937,9.04721,8.99991,9.11435
1706,7.71966,7.87835,7.85394,7.92413,7.98975
1708,10.8661,11.092,11.2186,11.0508,11.0904
1710,10.4114,10.3504,10.3656,10.3946,10.6662
1712,10.538,10.4358,10.4892,10.4205,10.5609
1714,9.28373,9.42259,9.37986,9.43632,9.23795
1716,8.72066,9.07926,9.01822,8.99991,8.95566
1718,7.30155,7.09708,7.40226,7.47398,7.26951
1720,10.5289,10.332,10.2344,10.4038,10.3412
1722,10.2237,10.4221,10.416,10.5747,10.474
1724,9.21506,9.62249,9.29899,9.53703,9.60265
1726,9.38902,9.66063,9.4409,9.48515,9.69878
1728,9.21354,9.33256,9.30357,9.46226,9.33866
1730,8.69167,8.89157,8.8168,8.65047,8.79238
1732,9.22422,9.23032,9.22117,9.07468,9.13419
1734,6.10675,6.15711,6.07166,6.01672,6.24104
1736,8.24305,8.34529,8.32545,8.53145,8.29493
1738,8.1576,8.20643,8.2934,8.24458,8.21406
1740,7.80511,7.78222,7.87835,7.90124,7.8402
1742,6.93075,6.96585,6.84072,6.98569,6.80258
1744,7.1337,7.31834,7.2573,7.35954,7.36869
1746,6.16626,6.15558,6.2212,6.40278,6.20899
1748,5.12558,5.29496,5.28428,5.18357,5.22935
1750,3.85449,3.88958,3.81634,3.79803,3.83923
