1450,6.76138
1452,6.798
1454,7.24052
1456,4.06507
1458,6.43178
1460,7.91955
1462,7.14591
1464,6.26545
1466,7.22983
1468,6.66677
1470,7.23289
1472,6.90481
1474,7.21915
1476,7.01468
1478,7.9928
1480,7.45567
1482,8.30103
1484,7.93176
1486,6.86361
1488,7.799
1490,6.90329
1492,8.03247
1494,8.68404
1496,7.24967
1498,7.18406
1500,8.5818
1502,8.43074
1504,7.00705
1506,5.06302
1508,7.94855
1510,8.44905
1512,9.4348
1514,8.19575
1516,7.26951
1518,9.15098
1520,6.25935
1522,6.96738
1524,7.7868
1526,7.68609
1528,7.85241
1530,9.45616
1532,8.04468
1534,9.49736
1536,9.97497
1538,6.66066
1540,8.31935
1542,8.84274
1544,7.72881
1546,9.03653
1548,9.25932
1550,9.17081
1552,9.73083
1554,9.35087
1556,8.64132
1558,7.47093
1560,9.52483
1562,9.91089
1564,8.97855
1566,10.1856
1568,9.035
1570,10.7044
1572,10.6738
1574,9.92004
1576,9.40123
1578,10.8203
1580,10.4465
1582,10.564
1584,10.3015
1586,10.0604
1588,11.2171
1590,11.037
1592,11.1454
1594,11.3941
1596,10.7242
1598,10.7334
1600,10.5228
1602,9.3997
1604,9.02585
1606,9.15403
1608,9.06095
1610,9.72625
1612,10.213
1614,9.58892
1616,6.77969
1618,10.0391
1620,9.25016
1622,8.6932
1624,8.67946
1626,8.33766
1628,8.96329
1630,9.54314
1632,9.476
1634,7.65862
1636,9.76287
1638,10.239
1640,11.1148
1642,10.8554
1644,9.69268
1646,10.0757
1648,10.5564
1650,10.8798
1652,6.15406
1654,9.27305
1656,11.6977
1658,12.1738
1660,11.3224
1662,9.58129
1664,11.1454
1666,11.0065
1668,10.7517
1670,12.2913
1672,12.3127
1674,11.8351
1676,12.888
1678,12.6316
1680,12.5156
1682,10.3397
1684,7.31223
1686,11.1774
1688,10.0223
1690,11.1896
1692,12.0167
1694,10.86
1696,10.7608
1698,11.9709
1700,6.61641
1702,11.6031
1704,10.0467
1706,8.67031
1708,10.7181
1710,10.5335
1712,10.3839
1714,9.81628
1716,9.08841
1718,8.2522
1720,10.0848
1722,10.2222
1724,9.30815
1726,9.32035
1728,9.3997
1730,8.79543
1732,9.08689
1734,6.88498
1736,8.07062
1738,8.23389
1740,7.76543
1742,7.01315
1744,7.31529
1746,6.49281
1748,5.7329
1750,4.18561
