1450,6.63472
1452,6.86972
1454,7.20237
1456,3.68206
1458,6.12659
1460,8.0401
1462,7.18711
1464,6.04877
1466,7.16269
1468,6.93381
1470,7.33207
1472,6.64846
1474,7.18558
1476,6.86514
1478,7.87835
1480,7.39616
1482,8.18506
1484,7.72881
1486,6.97348
1488,8.09046
1490,6.54469
1492,8.1576
1494,8.58028
1496,7.14133
1498,7.21305
1500,8.49941
1502,8.43226
1504,7.07419
1506,4.9501
1508,7.87072
1510,8.59859
1512,9.1937
1514,8.21863
1516,7.09708
1518,9.14182
1520,6.03504
1522,6.86056
1524,7.61284
1526,7.39616
1528,8.05841
1530,9.57976
1532,8.09046
1534,9.39207
1536,10.2527
1538,6.31733
1540,8.26746
1542,8.68709
1544,7.81274
1546,9.10672
1548,9.54009
1550,9.07315
1552,9.86358
1554,9.14487
1556,8.77255
1558,6.94449
1560,9.29899
1562,10.062
1564,9.05789
1566,10.2863
1568,9.16776
1570,10.4953
1572,10.7288
1574,10.0574
1576,9.56298
1578,10.5564
1580,10.4923
1582,10.5686
1584,10.0925
1586,9.94446
1588,11.1164
1590,11.2629
1592,11.0813
1594,11.4704
1596,10.8325
1598,10.6159
1600,10.6021
1602,9.43937
1604,9.27
1606,9.10977
1608,9.13419
1610,9.98566
1612,10.5441
1614,9.52788
1616,6.55538
1618,10.0528
1620,9.16318
1622,8.42769
1624,8.71456
1626,8.20643
1628,9.16471
1630,9.71709
1632,9.50346
1634,7.59148
1636,9.49126
1638,10.2008
1640,10.9729
1642,10.3092
1644,9.54161
1646,9.99481
1648,10.3107
1650,10.8676
1652,5.74511
1654,9.40123
1656,11.71
1658,12.1097
1660,11.2644
1662,9.14792
1664,11.5024
1666,10.8829
1668,10.7196
1670,12.0579
1672,12.5065
1674,11.9388
1676,12.6286
1678,12.8376
1680,12.4424
1682,10.4022
1684,7.2512
1686,11.1026
1688,10.2924
1690,11.0965
1692,11.9572
1694,10.6433
1696,10.239
1698,11.6855
1700,5.87786
1702,11.6291
1704,9.95209
1706,8.42311
1708,10.7913
1710,10.4602
1712,10.1779
1714,9.81475
1716,9.19675
1718,7.99585
1720,10.4526
1722,10.1794
1724,9.34782
1726,9.40123
1728,9.30967
1730,8.66115
1732,9.2822
1734,6.93075
1736,8.3697
1738,8.13623
1740,7.84326
1742,7.29698
1744,7.11844
1746,6.28529
1748,5.44908
1750,3.96588
